DATE,REGION,CODE,NB_POINTS_SOUTIRAGE,ENERGIE_SOUTIREE
2023-03-03,Île-de-France,11,316616341,109447342331.0
2023-03-04,Auvergne-Rhône-Alpes,84,234042831,91101832536.0
2023-03-04,Bourgogne-Franche-Comté,27,82733726,32519263562.0
2023-03-04,Bretagne,53,104854714,45525888282.0
2023-03-04,Centre-Val de Loire,24,69174327,32158517281.0
2023-03-04,Grand-Est,44,146742284,58383660659.0
2023-03-04,Hauts-de-France,32,143454350,58087023868.0
2023-03-04,Normandie,28,95861422,44085009285.0
2023-03-04,Nouvelle Aquitaine,75,175722426,74523768623.0
2023-03-04,Occitanie,76,190973107,74636192091.0
2023-03-04,Pays de la Loire,52,110586578,49626647745.0
2023-03-04,Provence-Alpes-Côte d'Azur,93,169861540,64796251635.0
2023-03-04,Île-de-France,11,316602694,108886342302.0
2023-03-05,Auvergne-Rhône-Alpes,84,234037727,88635375594.0
2023-03-05,Bourgogne-Franche-Comté,27,82730038,31697588736.0
2023-03-05,Bretagne,53,104853216,44412440456.0
2023-03-05,Centre-Val de Loire,24,69171058,31357917454.0
2023-03-05,Grand-Est,44,146738207,56956343650.0
2023-03-05,Hauts-de-France,32,143449777,56828962143.0
2023-03-05,Normandie,28,95858391,42992773874.0
2023-03-05,Nouvelle Aquitaine,75,175717745,72537474134.0
2023-03-05,Occitanie,76,190966738,72625568590.0
2023-03-05,Pays de la Loire,52,110583803,48406067429.0
2023-03-05,Provence-Alpes-Côte d'Azur,93,169855711,63076982602.0
2023-03-05,Île-de-France,11,316598070,106113314871.0
2023-03-06,Auvergne-Rhône-Alpes,84,234063441,88569669819.0
2023-03-06,Bourgogne-Franche-Comté,27,82739142,31726877417.0
2023-03-06,Bretagne,53,104864100,44410681860.0
2023-03-06,Centre-Val de Loire,24,69176180,31108497366.0
2023-03-06,Grand-Est,44,146747757,56770373429.0
2023-03-06,Hauts-de-France,32,143462698,56511976318.0
2023-03-06,Normandie,28,95865714,42925284753.0
2023-03-06,Nouvelle Aquitaine,75,175738915,72262051258.0
2023-03-06,Occitanie,76,190987042,72359620197.0
2023-03-06,Pays de la Loire,52,110595044,48190231406.0
2023-03-06,Provence-Alpes-Côte d'Azur,93,169872560,62883283922.0
2023-03-06,Île-de-France,11,316630693,106932043189.0
2023-03-07,Auvergne-Rhône-Alpes,84,234045876,88617782053.0
2023-03-07,Bourgogne-Franche-Comté,27,82733842,31706115690.0
2023-03-07,Bretagne,53,104860762,44289333971.0
2023-03-07,Centre-Val de Loire,24,69174450,30958503494.0
2023-03-07,Grand-Est,44,146738918,56618555744.0
2023-03-07,Hauts-de-France,32,143454266,56703942356.0
2023-03-07,Normandie,28,95860736,42857238066.0
2023-03-07,Nouvelle Aquitaine,75,175734114,71815853791.0
2023-03-07,Occitanie,76,190978371,71928497934.0
2023-03-07,Pays de la Loire,52,110593591,47998981140.0
2023-03-07,Provence-Alpes-Côte d'Azur,93,169887966,62661335403.0
2023-03-07,Île-de-France,11,316615488,107227061753.0
2023-03-08,Auvergne-Rhône-Alpes,84,234054884,81033261911.0
2023-03-08,Bourgogne-Franche-Comté,27,82735886,28961881486.0
2023-03-08,Bretagne,53,104866675,40226285749.0
2023-03-08,Centre-Val de Loire,24,69174977,28091806463.0
2023-03-08,Grand-Est,44,146739872,52060046505.0
2023-03-08,Hauts-de-France,32,143458262,51931393343.0
2023-03-08,Normandie,28,95863783,38913065736.0
2023-03-08,Nouvelle Aquitaine,75,175740294,65013066980.0
2023-03-08,Occitanie,76,190988680,65236735036.0
2023-03-08,Pays de la Loire,52,110599460,43549031423.0
2023-03-08,Provence-Alpes-Côte d'Azur,93,169895425,56999784498.0
2023-03-08,Île-de-France,11,316627105,98363448985.0
2023-03-09,Auvergne-Rhône-Alpes,84,234066370,72157680071.0
2023-03-09,Bourgogne-Franche-Comté,27,82739780,25751753754.0
2023-03-09,Bretagne,53,104870782,35727269932.0
2023-03-09,Centre-Val de Loire,24,69177894,24849709845.0
2023-03-09,Grand-Est,44,146740954,46112910653.0
2023-03-09,Hauts-de-France,32,143459632,46228563942.0
2023-03-09,Normandie,28,95866483,34478082672.0
2023-03-09,Nouvelle Aquitaine,75,175746637,57530764493.0
2023-03-09,Occitanie,76,190995796,57819388181.0
2023-03-09,Pays de la Loire,52,110603715,38621906056.0
2023-03-09,Provence-Alpes-Côte d'Azur,93,169899712,50598221362.0
2023-03-09,Île-de-France,11,316640722,88293049077.0
2023-03-10,Auvergne-Rhône-Alpes,84,234088990,76274749395.0
2023-03-10,Bourgogne-Franche-Comté,27,82745599,27225600189.0
2023-03-10,Bretagne,53,104878498,37826256356.0
2023-03-10,Centre-Val de Loire,24,69184542,26393306624.0
2023-03-10,Grand-Est,44,146748943,48822314962.0
2023-03-10,Hauts-de-France,32,143470934,48958984394.0
2023-03-10,Normandie,28,95873391,36569047944.0
2023-03-10,Nouvelle Aquitaine,75,175761098,60897907162.0
2023-03-10,Occitanie,76,191011086,61000657330.0
2023-03-10,Pays de la Loire,52,110614699,40928531211.0
2023-03-10,Provence-Alpes-Côte d'Azur,93,169921035,53352567367.0
2023-03-10,Île-de-France,11,316673536,92810558223.0
2023-03-11,Auvergne-Rhône-Alpes,84,234083184,76408693076.0
2023-03-11,Bourgogne-Franche-Comté,27,82741778,27370292943.0
2023-03-11,Bretagne,53,104878970,38032570766.0
2023-03-11,Centre-Val de Loire,24,69181841,26661199092.0
2023-03-11,Grand-Est,44,146747081,49856899100.0
2023-03-11,Hauts-de-France,32,143467174,49412130607.0
2023-03-11,Normandie,28,95869244,36875667183.0
2023-03-11,Nouvelle Aquitaine,75,175756034,61179320884.0
2023-03-11,Occitanie,76,191004961,61262485111.0
2023-03-11,Pays de la Loire,52,110611122,41198030178.0
2023-03-11,Provence-Alpes-Côte d'Azur,93,169920379,53443017450.0
2023-03-11,Île-de-France,11,316673819,93052151136.0
2023-03-12,Auvergne-Rhône-Alpes,84,234077713,68651171236.0
2023-03-12,Bourgogne-Franche-Comté,27,82738802,24570227657.0
2023-03-12,Bretagne,53,104875324,34019294424.0
2023-03-12,Centre-Val de Loire,24,69180324,23858024784.0
2023-03-12,Grand-Est,44,146740784,45698655401.0
2023-03-12,Hauts-de-France,32,143462720,44525607980.0
2023-03-12,Normandie,28,95867352,32941374411.0
2023-03-12,Nouvelle Aquitaine,75,175753574,54839855733.0
2023-03-12,Occitanie,76,191001634,54999179672.0
2023-03-12,Pays de la Loire,52,110607653,36892139632.0
2023-03-12,Provence-Alpes-Côte d'Azur,93,169916731,47912969498.0
2023-03-12,Île-de-France,11,316673724,84137275524.0
2023-03-13,Auvergne-Rhône-Alpes,84,234104370,63203451770.0
2023-03-13,Bourgogne-Franche-Comté,27,82745440,22500840285.0
2023-03-13,Bretagne,53,104885766,31034384432.0
2023-03-13,Centre-Val de Loire,24,69186632,21616384757.0
2023-03-13,Grand-Est,44,146751328,40694192255.0
2023-03-13,Hauts-de-France,32,143475736,40514897513.0
2023-03-13,Normandie,28,95876730,29936849490.0
2023-03-13,Nouvelle Aquitaine,75,175772357,49977131767.0
2023-03-13,Occitanie,76,191025778,50212519680.0
2023-03-13,Pays de la Loire,52,110620198,33620241450.0
2023-03-13,Provence-Alpes-Côte d'Azur,93,169936842,43888393753.0
2023-03-13,Île-de-France,11,316716094,77943586103.0
2023-03-14,Auvergne-Rhône-Alpes,84,234107714,68286404164.0
2023-03-14,Bourgogne-Franche-Comté,27,82744844,24313405052.0
2023-03-14,Bretagne,53,104890025,33590060399.0
2023-03-14,Centre-Val de Loire,24,69185772,23414312966.0
2023-03-14,Grand-Est,44,146748524,43909815410.0
2023-03-14,Hauts-de-France,32,143479056,43705239072.0
2023-03-14,Normandie,28,95876590,32457445753.0
2023-03-14,Nouvelle Aquitaine,75,175777360,54109736414.0
2023-03-14,Occitanie,76,191030522,54297156213.0
2023-03-14,Pays de la Loire,52,110626478,36352696346.0
2023-03-14,Provence-Alpes-Côte d'Azur,93,169945468,47464009559.0
2023-03-14,Île-de-France,11,316720214,83801732493.0
2023-03-15,Auvergne-Rhône-Alpes,84,234124531,71902367775.0
2023-03-15,Bourgogne-Franche-Comté,27,82748063,25703818692.0
2023-03-15,Bretagne,53,104897192,35674872776.0
2023-03-15,Centre-Val de Loire,24,69187086,24845908307.0
2023-03-15,Grand-Est,44,146751657,46983882765.0
2023-03-15,Hauts-de-France,32,143483362,46170221710.0
2023-03-15,Normandie,28,95876578,34470082405.0
2023-03-15,Nouvelle Aquitaine,75,175787797,57281354804.0
2023-03-15,Occitanie,76,191045333,57535495915.0
2023-03-15,Pays de la Loire,52,110632344,38571855797.0
2023-03-15,Provence-Alpes-Côte d'Azur,93,169969309,50319430352.0
2023-03-15,Île-de-France,11,316740304,88255750213.0
2023-03-16,Auvergne-Rhône-Alpes,84,234129254,68000334589.0
2023-03-16,Bourgogne-Franche-Comté,27,82748342,24230253586.0
2023-03-16,Bretagne,53,104900004,33418363016.0
2023-03-16,Centre-Val de Loire,24,69185872,23317049759.0
2023-03-16,Grand-Est,44,146749986,44562201076.0
2023-03-16,Hauts-de-France,32,143481319,43471124149.0
2023-03-16,Normandie,28,95877619,32282262742.0
2023-03-16,Nouvelle Aquitaine,75,175791532,53829150106.0
2023-03-16,Occitanie,76,191041911,54049817941.0
2023-03-16,Pays de la Loire,52,110633216,36160429138.0
2023-03-16,Provence-Alpes-Côte d'Azur,93,169970444,47332162078.0
2023-03-16,Île-de-France,11,316750540,82877400320.0
2023-03-17,Auvergne-Rhône-Alpes,84,234151059,64684548715.0
2023-03-17,Bourgogne-Franche-Comté,27,82754650,23020147957.0
2023-03-17,Bretagne,53,104909050,31700322018.0
2023-03-17,Centre-Val de Loire,24,69191710,22090602738.0
2023-03-17,Grand-Est,44,146755856,42013719784.0
2023-03-17,Hauts-de-France,32,143492670,41353299452.0
2023-03-17,Normandie,28,95883482,30602332660.0
2023-03-17,Nouvelle Aquitaine,75,175806442,51041306066.0
2023-03-17,Occitanie,76,191061568,51355219552.0
2023-03-17,Pays de la Loire,52,110640415,34295006150.0
2023-03-17,Provence-Alpes-Côte d'Azur,93,169989164,45012238521.0
2023-03-17,Île-de-France,11,316773631,79328775944.0
2023-03-18,Auvergne-Rhône-Alpes,84,234148718,64612251901.0
2023-03-18,Bourgogne-Franche-Comté,27,82752548,23013766989.0
2023-03-18,Bretagne,53,104910344,31739933029.0
2023-03-18,Centre-Val de Loire,24,69190440,22175629927.0
2023-03-18,Grand-Est,44,146754134,41176757157.0
2023-03-18,Hauts-de-France,32,143495391,41496516497.0
2023-03-18,Normandie,28,95880632,30666317830.0
2023-03-18,Nouvelle Aquitaine,75,175803126,51135014381.0
2023-03-18,Occitanie,76,191060618,51456505834.0
2023-03-18,Pays de la Loire,52,110636546,34389855496.0
2023-03-18,Provence-Alpes-Côte d'Azur,93,169990114,45028580163.0
2023-03-18,Île-de-France,11,316781980,79320606929.0
2023-03-19,Auvergne-Rhône-Alpes,84,234144928,65177422691.0
2023-03-19,Bourgogne-Franche-Comté,27,82750044,23260356373.0
2023-03-19,Bretagne,53,104908794,32089037929.0
2023-03-19,Centre-Val de Loire,24,69187956,22530779968.0
2023-03-19,Grand-Est,44,146750020,41846485291.0
2023-03-19,Hauts-de-France,32,143491962,42119943780.0
2023-03-19,Normandie,28,95877921,31081937330.0
2023-03-19,Nouvelle Aquitaine,75,175799038,51809434497.0
2023-03-19,Occitanie,76,191056787,52075755242.0
2023-03-19,Pays de la Loire,52,110633384,34821938538.0
2023-03-19,Provence-Alpes-Côte d'Azur,93,169989679,45537764043.0
2023-03-19,Île-de-France,11,316781030,80059469936.0
2023-03-20,Auvergne-Rhône-Alpes,84,234177363,66261568865.0
2023-03-20,Bourgogne-Franche-Comté,27,82757998,23618505260.0
2023-03-20,Bretagne,53,104919720,32587451590.0
2023-03-20,Centre-Val de Loire,24,69194348,22799286194.0
2023-03-20,Grand-Est,44,146762149,42138035644.0
2023-03-20,Hauts-de-France,32,143506131,42522046259.0
2023-03-20,Normandie,28,95887510,31557059171.0
2023-03-20,Nouvelle Aquitaine,75,175828841,52554926983.0
2023-03-20,Occitanie,76,191080811,52749586612.0
2023-03-20,Pays de la Loire,52,110660292,35311987774.0
2023-03-20,Provence-Alpes-Côte d'Azur,93,170012463,46170617620.0
2023-03-20,Île-de-France,11,316820512,81122792203.0
2023-03-21,Auvergne-Rhône-Alpes,84,234177852,64039656806.0
2023-03-21,Bourgogne-Franche-Comté,27,82756976,22782904349.0
2023-03-21,Bretagne,53,104920536,31339815324.0
2023-03-21,Centre-Val de Loire,24,69195551,21861020121.0
2023-03-21,Grand-Est,44,146759814,40904548023.0
2023-03-21,Hauts-de-France,32,143505288,40898469389.0
2023-03-21,Normandie,28,95887120,30297868444.0
2023-03-21,Nouvelle Aquitaine,75,175830064,50543468233.0
2023-03-21,Occitanie,76,191081556,50787176242.0
2023-03-21,Pays de la Loire,52,110665892,33918831514.0
2023-03-21,Provence-Alpes-Côte d'Azur,93,170011962,44476961117.0
2023-03-21,Île-de-France,11,316820478,78508642765.0
2023-03-22,Auvergne-Rhône-Alpes,84,234187328,63842795010.0
2023-03-22,Bourgogne-Franche-Comté,27,82759948,22720591327.0
2023-03-22,Bretagne,53,104926728,31301887510.0
2023-03-22,Centre-Val de Loire,24,69199976,21813547065.0
2023-03-22,Grand-Est,44,146762182,40279007372.0
2023-03-22,Hauts-de-France,32,143509270,40942829731.0
2023-03-22,Normandie,28,95891922,30252663059.0
2023-03-22,Nouvelle Aquitaine,75,175836234,50407237111.0
2023-03-22,Occitanie,76,191092378,50647765862.0
2023-03-22,Pays de la Loire,52,110674149,33876271658.0
2023-03-22,Provence-Alpes-Côte d'Azur,93,170017646,44365924373.0
2023-03-22,Île-de-France,11,316837015,78719753675.0
2023-03-23,Auvergne-Rhône-Alpes,84,234196726,60987060453.0
2023-03-23,Bourgogne-Franche-Comté,27,82760840,21693338047.0
2023-03-23,Bretagne,53,104929958,29892973816.0
2023-03-23,Centre-Val de Loire,24,69200337,20758798646.0
2023-03-23,Grand-Est,44,146763130,38715828488.0
2023-03-23,Hauts-de-France,32,143512476,39101793345.0
2023-03-23,Normandie,28,95892687,28821138622.0
2023-03-23,Nouvelle Aquitaine,75,175843338,47961892624.0
2023-03-23,Occitanie,76,191094397,48276687729.0
2023-03-23,Pays de la Loire,52,110676144,32321211242.0
2023-03-23,Provence-Alpes-Côte d'Azur,93,170025233,42363824151.0
2023-03-23,Île-de-France,11,316847932,75536771719.0
2023-03-24,Auvergne-Rhône-Alpes,84,234218211,61294321440.0
2023-03-24,Bourgogne-Franche-Comté,27,82766496,21779494080.0
2023-03-24,Bretagne,53,104940746,29992816028.0
2023-03-24,Centre-Val de Loire,24,69204352,20802878877.0
2023-03-24,Grand-Est,44,146773706,39008455926.0
2023-03-24,Hauts-de-France,32,143522567,39202976993.0
2023-03-24,Normandie,28,95900820,28913091021.0
2023-03-24,Nouvelle Aquitaine,75,175857467,48111840692.0
2023-03-24,Occitanie,76,191109952,48425301720.0
2023-03-24,Pays de la Loire,52,110684902,32401091051.0
2023-03-24,Provence-Alpes-Côte d'Azur,93,170040006,42468500160.0
2023-03-24,Île-de-France,11,316891961,75752984089.0
2023-03-25,Auvergne-Rhône-Alpes,84,234217920,63884989727.0
2023-03-25,Bourgogne-Franche-Comté,27,82765216,22776822675.0
2023-03-25,Bretagne,53,104940128,31436428676.0
2023-03-25,Centre-Val de Loire,24,69202424,21924024191.0
2023-03-25,Grand-Est,44,146778012,41001096290.0
2023-03-25,Hauts-de-France,32,143519595,41147044963.0
2023-03-25,Normandie,28,95901484,30376733007.0
2023-03-25,Nouvelle Aquitaine,75,175855275,50460372269.0
2023-03-25,Occitanie,76,191104544,50705488698.0
2023-03-25,Pays de la Loire,52,110683046,34014790259.0
2023-03-25,Provence-Alpes-Côte d'Azur,93,170040042,44344730080.0
2023-03-25,Île-de-France,11,316899222,78670656891.0
2023-03-26,Auvergne-Rhône-Alpes,84,224451471,62980396568.0
2023-03-26,Bourgogne-Franche-Comté,27,79313124,22475603171.0
2023-03-26,Bretagne,53,100565710,31038512135.0
2023-03-26,Centre-Val de Loire,24,66317316,21761702442.0
2023-03-26,Grand-Est,44,141020060,40764135264.0
2023-03-26,Hauts-de-France,32,137535412,40802016928.0
2023-03-26,Normandie,28,91902320,30070827865.0
2023-03-26,Nouvelle Aquitaine,75,168523649,49991625485.0
2023-03-26,Occitanie,76,183137075,50205595712.0
2023-03-26,Pays de la Loire,52,106067300,33658041381.0
2023-03-26,Provence-Alpes-Côte d'Azur,93,162953337,43873704723.0
2023-03-26,Île-de-France,11,303688145,77652422964.0
2023-03-27,Auvergne-Rhône-Alpes,84,234216277,68613824640.0
2023-03-27,Bourgogne-Franche-Comté,27,82766618,24427166167.0
2023-03-27,Bretagne,53,104945358,33638289684.0
2023-03-27,Centre-Val de Loire,24,69202998,23552937513.0
2023-03-27,Grand-Est,44,146780984,44090434160.0
2023-03-27,Hauts-de-France,32,143519650,43953311356.0
2023-03-27,Normandie,28,95901198,32613911022.0
2023-03-27,Nouvelle Aquitaine,75,175856098,54275146657.0
2023-03-27,Occitanie,76,191106946,54449725298.0
2023-03-27,Pays de la Loire,52,110682976,36447168779.0
2023-03-27,Provence-Alpes-Côte d'Azur,93,170031642,47627560360.0
2023-03-27,Île-de-France,11,316885510,83817714473.0
2023-03-28,Auvergne-Rhône-Alpes,84,234239520,71092142522.0
2023-03-28,Bourgogne-Franche-Comté,27,82768425,25345712009.0
2023-03-28,Bretagne,53,104952880,34945961835.0
2023-03-28,Centre-Val de Loire,24,69205488,24474404116.0
2023-03-28,Grand-Est,44,146783404,45600832878.0
2023-03-28,Hauts-de-France,32,143524932,45595622824.0
2023-03-28,Normandie,28,95905337,33903305264.0
2023-03-28,Nouvelle Aquitaine,75,175871094,56277153055.0
2023-03-28,Occitanie,76,191120282,56439449512.0
2023-03-28,Pays de la Loire,52,110693414,37842328565.0
2023-03-28,Provence-Alpes-Côte d'Azur,93,170057173,49461498595.0
2023-03-28,Île-de-France,11,316926297,86696790709.0
2023-03-29,Auvergne-Rhône-Alpes,84,234246840,62272840400.0
2023-03-29,Bourgogne-Franche-Comté,27,82771128,22147054445.0
2023-03-29,Bretagne,53,104957998,30428612161.0
2023-03-29,Centre-Val de Loire,24,69208906,21203994257.0
2023-03-29,Grand-Est,44,146784408,40100294420.0
2023-03-29,Hauts-de-France,32,143527144,39882320409.0
2023-03-29,Normandie,28,95908838,29405697745.0
2023-03-29,Nouvelle Aquitaine,75,175876614,48906601063.0
2023-03-29,Occitanie,76,191130373,49245974820.0
2023-03-29,Pays de la Loire,52,110696950,32923359194.0
2023-03-29,Provence-Alpes-Côte d'Azur,93,170064262,43261610071.0
2023-03-29,Île-de-France,11,316938422,76621499452.0
2023-03-30,Auvergne-Rhône-Alpes,84,234262751,57144084385.0
2023-03-30,Bourgogne-Franche-Comté,27,82777490,20277676779.0
2023-03-30,Bretagne,53,104966055,27825962854.0
2023-03-30,Centre-Val de Loire,24,69211607,19280328439.0
2023-03-30,Grand-Est,44,146793112,36772772465.0
2023-03-30,Hauts-de-France,32,143534288,36516853735.0
2023-03-30,Normandie,28,95916555,26807862933.0
2023-03-30,Nouvelle Aquitaine,75,175888013,44593638593.0
2023-03-30,Occitanie,76,191146364,44974886908.0
2023-03-30,Pays de la Loire,52,110707691,30051062783.0
2023-03-30,Provence-Alpes-Côte d'Azur,93,170079648,39567519231.0
2023-03-30,Île-de-France,11,316958128,70839688534.0
2023-03-31,Auvergne-Rhône-Alpes,84,234277221,60164146162.0
2023-03-31,Bourgogne-Franche-Comté,27,82783028,21395748952.0
2023-03-31,Bretagne,53,104973356,29358530728.0
2023-03-31,Centre-Val de Loire,24,69217060,20402935052.0
2023-03-31,Grand-Est,44,146078184,38620129107.0
2023-03-31,Hauts-de-France,32,143547992,38577439808.0
2023-03-31,Normandie,28,95920467,28376137659.0
2023-03-31,Nouvelle Aquitaine,75,175900154,46994125886.0
2023-03-31,Occitanie,76,191161600,47333026393.0
2023-03-31,Pays de la Loire,52,110713498,31711022035.0
2023-03-31,Provence-Alpes-Côte d'Azur,93,170089537,41665030962.0
2023-03-31,Île-de-France,11,316980059,74388252313.0
2023-04-01,Auvergne-Rhône-Alpes,84,234100624,64399304236.0
2023-04-01,Bourgogne-Franche-Comté,27,82756514,23280165947.0
2023-04-01,Bretagne,53,104941815,30526495219.0
2023-04-01,Centre-Val de Loire,24,69202316,21842012118.0
2023-04-01,Grand-Est,44,146751513,42457390665.0
2023-04-01,Hauts-de-France,32,143515228,42420701156.0
2023-04-01,Normandie,28,95893543,30480307924.0
2023-04-01,Nouvelle Aquitaine,75,175846124,47941379833.0
2023-04-01,Occitanie,76,191106707,48469728804.0
2023-04-01,Pays de la Loire,52,110687698,33000753109.0
2023-04-01,Provence-Alpes-Côte d'Azur,93,170036700,44021673877.0
2023-04-01,Île-de-France,11,316863672,78805606632.0
2023-04-02,Auvergne-Rhône-Alpes,84,234066077,68471052053.0
2023-04-02,Bourgogne-Franche-Comté,27,82745950,24845541984.0
2023-04-02,Bretagne,53,104930290,32497203533.0
2023-04-02,Centre-Val de Loire,24,69191528,23465412864.0
2023-04-02,Grand-Est,44,146734626,44725540911.0
2023-04-02,Hauts-de-France,32,143494408,45380942902.0
2023-04-02,Normandie,28,95882060,32649652128.0
2023-04-02,Nouvelle Aquitaine,75,175822878,51272545232.0
2023-04-02,Occitanie,76,191081167,51728907951.0
2023-04-02,Pays de la Loire,52,110673928,35246682868.0
2023-04-02,Provence-Alpes-Côte d'Azur,93,170014816,46914000220.0
2023-04-02,Île-de-France,11,316822844,83389844827.0
2023-04-03,Auvergne-Rhône-Alpes,84,234098482,69766458445.0
2023-04-03,Bourgogne-Franche-Comté,27,82755384,25301938444.0
2023-04-03,Bretagne,53,104944289,33003018464.0
2023-04-03,Centre-Val de Loire,24,69199075,23761432955.0
2023-04-03,Grand-Est,44,146746472,45954517062.0
2023-04-03,Hauts-de-France,32,143508510,45750582594.0
2023-04-03,Normandie,28,95892548,33142210520.0
2023-04-03,Nouvelle Aquitaine,75,175848059,52018334232.0
2023-04-03,Occitanie,76,191108329,52452961732.0
2023-04-03,Pays de la Loire,52,110688649,35778724829.0
2023-04-03,Provence-Alpes-Côte d'Azur,93,170036368,47720528727.0
2023-04-03,Île-de-France,11,316860242,84597068702.0
2023-04-04,Auvergne-Rhône-Alpes,84,234066271,71194617067.0
2023-04-04,Bourgogne-Franche-Comté,27,82744832,25838637062.0
2023-04-04,Bretagne,53,104937322,33588465201.0
2023-04-04,Centre-Val de Loire,24,69190780,24209335342.0
2023-04-04,Grand-Est,44,146729940,46880898635.0
2023-04-04,Hauts-de-France,32,143482476,46478310951.0
2023-04-04,Normandie,28,95881990,33755477705.0
2023-04-04,Nouvelle Aquitaine,75,175826521,53031952994.0
2023-04-04,Occitanie,76,191081528,53373034316.0
2023-04-04,Pays de la Loire,52,110676274,36403990224.0
2023-04-04,Provence-Alpes-Côte d'Azur,93,170015958,48836117804.0
2023-04-04,Île-de-France,11,316834124,85997881821.0
2023-04-05,Auvergne-Rhône-Alpes,84,234068046,70947146712.0
2023-04-05,Bourgogne-Franche-Comté,27,82743238,25765843326.0
2023-04-05,Bretagne,53,104939898,33425681887.0
2023-04-05,Centre-Val de Loire,24,69192562,24120525299.0
2023-04-05,Grand-Est,44,146726221,46579472144.0
2023-04-05,Hauts-de-France,32,143478313,46344014818.0
2023-04-05,Normandie,28,95882551,33624768678.0
2023-04-05,Nouvelle Aquitaine,75,175832725,52822179183.0
2023-04-05,Occitanie,76,191086215,53159418023.0
2023-04-05,Pays de la Loire,52,110682719,36236302245.0
2023-04-05,Provence-Alpes-Côte d'Azur,93,170019508,48755193191.0
2023-04-05,Île-de-France,11,316841854,85705877185.0
2023-04-06,Auvergne-Rhône-Alpes,84,234067554,67264131920.0
2023-04-06,Bourgogne-Franche-Comté,27,82740628,24450039872.0
2023-04-06,Bretagne,53,104941848,31537474931.0
2023-04-06,Centre-Val de Loire,24,69193708,22729949597.0
2023-04-06,Grand-Est,44,146723537,44433782643.0
2023-04-06,Hauts-de-France,32,143479368,43902323892.0
2023-04-06,Normandie,28,95884189,31724236440.0
2023-04-06,Nouvelle Aquitaine,75,175835374,49793402699.0
2023-04-06,Occitanie,76,191088024,50239972773.0
2023-04-06,Pays de la Loire,52,110686523,34108558741.0
2023-04-06,Provence-Alpes-Côte d'Azur,93,170021506,46211023171.0
2023-04-06,Île-de-France,11,316843167,81619188056.0
2023-04-07,Auvergne-Rhône-Alpes,84,234090849,65461863347.0
2023-04-07,Bourgogne-Franche-Comté,27,82745152,23817204728.0
2023-04-07,Bretagne,53,104955893,30680290443.0
2023-04-07,Centre-Val de Loire,24,69201976,22101594444.0
2023-04-07,Grand-Est,44,146730148,43129866800.0
2023-04-07,Hauts-de-France,32,143490957,42748482988.0
2023-04-07,Normandie,28,95892193,30877443187.0
2023-04-07,Nouvelle Aquitaine,75,175850640,48399629525.0
2023-04-07,Occitanie,76,191108329,48816253180.0
2023-04-07,Pays de la Loire,52,110696762,33157159953.0
2023-04-07,Provence-Alpes-Côte d'Azur,93,170039009,44951464935.0
2023-04-07,Île-de-France,11,316873224,79584772576.0
2023-04-08,Auvergne-Rhône-Alpes,84,234083276,64473285543.0
2023-04-08,Bourgogne-Franche-Comté,27,82745328,23526146442.0
2023-04-08,Bretagne,53,104955146,30201061688.0
2023-04-08,Centre-Val de Loire,24,69199486,21870832543.0
2023-04-08,Grand-Est,44,146720151,42426950758.0
2023-04-08,Hauts-de-France,32,143491740,42423617375.0
2023-04-08,Normandie,28,95890916,30541853506.0
2023-04-08,Nouvelle Aquitaine,75,175846990,47743075018.0
2023-04-08,Occitanie,76,191105336,48159118900.0
2023-04-08,Pays de la Loire,52,110697120,32643053785.0
2023-04-08,Provence-Alpes-Côte d'Azur,93,170041400,44302438930.0
2023-04-08,Île-de-France,11,316869935,78352110058.0
2023-04-09,Auvergne-Rhône-Alpes,84,234068942,59504094699.0
2023-04-09,Bourgogne-Franche-Comté,27,82740926,21751948336.0
2023-04-09,Bretagne,53,104952474,27812875305.0
2023-04-09,Centre-Val de Loire,24,69197236,20185256178.0
2023-04-09,Grand-Est,44,146716714,39296567639.0
2023-04-09,Hauts-de-France,32,143486448,39299316336.0
2023-04-09,Normandie,28,95885880,28194127893.0
2023-04-09,Nouvelle Aquitaine,75,175839298,44088011248.0
2023-04-09,Occitanie,76,191098949,44541570093.0
2023-04-09,Pays de la Loire,52,110691657,30031104849.0
2023-04-09,Provence-Alpes-Côte d'Azur,93,170036138,40941978594.0
2023-04-09,Île-de-France,11,316857757,72431124664.0
2023-04-10,Auvergne-Rhône-Alpes,84,234072288,58473082707.0
2023-04-10,Bourgogne-Franche-Comté,27,82741342,21373452928.0
2023-04-10,Bretagne,53,104953808,27273814740.0
2023-04-10,Centre-Val de Loire,24,69197664,19771285037.0
2023-04-10,Grand-Est,44,146718370,38683298212.0
2023-04-10,Hauts-de-France,32,143486709,38682504671.0
2023-04-10,Normandie,28,95886752,27654441876.0
2023-04-10,Nouvelle Aquitaine,75,175841892,43276965610.0
2023-04-10,Occitanie,76,191100702,43751913658.0
2023-04-10,Pays de la Loire,52,110693393,29458172584.0
2023-04-10,Provence-Alpes-Côte d'Azur,93,170038286,40238376224.0
2023-04-10,Île-de-France,11,316857761,71975464168.0
2023-04-11,Auvergne-Rhône-Alpes,84,234090572,59750461806.0
2023-04-11,Bourgogne-Franche-Comté,27,82743632,21791274605.0
2023-04-11,Bretagne,53,104962576,27974151585.0
2023-04-11,Centre-Val de Loire,24,69203308,20033892849.0
2023-04-11,Grand-Est,44,146726031,39006455571.0
